cid,sig_id,cell_id,pert_id,drugName,drugClass,drugLabel
REP.A001_MCF7_24H:C23,REP.A001_MCF7_24H:C23,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:C24,REP.A001_MCF7_24H:C24,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:D01,REP.A001_MCF7_24H:D01,MCF7,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_MCF7_24H:D02,REP.A001_MCF7_24H:D02,MCF7,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_MCF7_24H:D03,REP.A001_MCF7_24H:D03,MCF7,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_MCF7_24H:D04,REP.A001_MCF7_24H:D04,MCF7,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_MCF7_24H:D05,REP.A001_MCF7_24H:D05,MCF7,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_MCF7_24H:D06,REP.A001_MCF7_24H:D06,MCF7,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_MCF7_24H:D19,REP.A001_MCF7_24H:D19,MCF7,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_MCF7_24H:D20,REP.A001_MCF7_24H:D20,MCF7,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_MCF7_24H:D21,REP.A001_MCF7_24H:D21,MCF7,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_MCF7_24H:D22,REP.A001_MCF7_24H:D22,MCF7,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_MCF7_24H:D23,REP.A001_MCF7_24H:D23,MCF7,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_MCF7_24H:D24,REP.A001_MCF7_24H:D24,MCF7,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_MCF7_24H:E07,REP.A001_MCF7_24H:E07,MCF7,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_MCF7_24H:E08,REP.A001_MCF7_24H:E08,MCF7,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_MCF7_24H:E09,REP.A001_MCF7_24H:E09,MCF7,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_MCF7_24H:E10,REP.A001_MCF7_24H:E10,MCF7,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_MCF7_24H:E11,REP.A001_MCF7_24H:E11,MCF7,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_MCF7_24H:E12,REP.A001_MCF7_24H:E12,MCF7,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_MCF7_24H:E13,REP.A001_MCF7_24H:E13,MCF7,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_MCF7_24H:E14,REP.A001_MCF7_24H:E14,MCF7,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_MCF7_24H:E15,REP.A001_MCF7_24H:E15,MCF7,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_MCF7_24H:E16,REP.A001_MCF7_24H:E16,MCF7,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_MCF7_24H:E17,REP.A001_MCF7_24H:E17,MCF7,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_MCF7_24H:E18,REP.A001_MCF7_24H:E18,MCF7,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_MCF7_24H:E19,REP.A001_MCF7_24H:E19,MCF7,BRD-A26711594,nicardipine,Antineoplastic Agents,1
REP.A001_MCF7_24H:E20,REP.A001_MCF7_24H:E20,MCF7,BRD-A26711594,nicardipine,Antineoplastic Agents,1
REP.A001_MCF7_24H:E21,REP.A001_MCF7_24H:E21,MCF7,BRD-A26711594,nicardipine,Antineoplastic Agents,1
REP.A001_MCF7_24H:E22,REP.A001_MCF7_24H:E22,MCF7,BRD-A26711594,nicardipine,Antineoplastic Agents,1
REP.A001_MCF7_24H:E23,REP.A001_MCF7_24H:E23,MCF7,BRD-A26711594,nicardipine,Antineoplastic Agents,1
REP.A001_MCF7_24H:E24,REP.A001_MCF7_24H:E24,MCF7,BRD-A26711594,nicardipine,Antineoplastic Agents,1
REP.A001_MCF7_24H:F07,REP.A001_MCF7_24H:F07,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:F08,REP.A001_MCF7_24H:F08,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:F09,REP.A001_MCF7_24H:F09,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:F10,REP.A001_MCF7_24H:F10,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:F11,REP.A001_MCF7_24H:F11,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:F12,REP.A001_MCF7_24H:F12,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:G13,REP.A001_MCF7_24H:G13,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:G14,REP.A001_MCF7_24H:G14,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:G15,REP.A001_MCF7_24H:G15,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:G16,REP.A001_MCF7_24H:G16,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:G17,REP.A001_MCF7_24H:G17,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:G18,REP.A001_MCF7_24H:G18,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_MCF7_24H:G19,REP.A001_MCF7_24H:G19,MCF7,BRD-K28183345,proguanil,Anti-Infective Agents,2
REP.A001_MCF7_24H:G20,REP.A001_MCF7_24H:G20,MCF7,BRD-K28183345,proguanil,Anti-Infective Agents,2
REP.A001_MCF7_24H:G21,REP.A001_MCF7_24H:G21,MCF7,BRD-K28183345,proguanil,Anti-Infective Agents,2
REP.A001_MCF7_24H:G22,REP.A001_MCF7_24H:G22,MCF7,BRD-K28183345,proguanil,Anti-Infective Agents,2
REP.A001_MCF7_24H:G23,REP.A001_MCF7_24H:G23,MCF7,BRD-K28183345,proguanil,Anti-Infective Agents,2
REP.A001_MCF7_24H:G24,REP.A001_MCF7_24H:G24,MCF7,BRD-K28183345,proguanil,Anti-Infective Agents,2
REP.A001_MCF7_24H:H01,REP.A001_MCF7_24H:H01,MCF7,BRD-A27732521,tolperisone,Central Nervous System Agents,4
REP.A001_MCF7_24H:H02,REP.A001_MCF7_24H:H02,MCF7,BRD-A27732521,tolperisone,Central Nervous System Agents,4
REP.A001_MCF7_24H:H03,REP.A001_MCF7_24H:H03,MCF7,BRD-A27732521,tolperisone,Central Nervous System Agents,4
REP.A001_MCF7_24H:H04,REP.A001_MCF7_24H:H04,MCF7,BRD-A27732521,tolperisone,Central Nervous System Agents,4
REP.A001_MCF7_24H:H05,REP.A001_MCF7_24H:H05,MCF7,BRD-A27732521,tolperisone,Central Nervous System Agents,4
REP.A001_MCF7_24H:H06,REP.A001_MCF7_24H:H06,MCF7,BRD-A27732521,tolperisone,Central Nervous System Agents,4
REP.A001_MCF7_24H:H13,REP.A001_MCF7_24H:H13,MCF7,BRD-K28143534,cyproheptadine,Anti-Allergic Agents,6
REP.A001_MCF7_24H:H14,REP.A001_MCF7_24H:H14,MCF7,BRD-K28143534,cyproheptadine,Anti-Allergic Agents,6
REP.A001_MCF7_24H:H16,REP.A001_MCF7_24H:H16,MCF7,BRD-K28143534,cyproheptadine,Anti-Allergic Agents,6
REP.A001_MCF7_24H:H17,REP.A001_MCF7_24H:H17,MCF7,BRD-K28143534,cyproheptadine,Anti-Allergic Agents,6
REP.A001_MCF7_24H:H18,REP.A001_MCF7_24H:H18,MCF7,BRD-K28143534,cyproheptadine,Anti-Allergic Agents,6
REP.A001_MCF7_24H:I07,REP.A001_MCF7_24H:I07,MCF7,BRD-A28545468,selegiline,Central Nervous System Agents,4
REP.A001_MCF7_24H:I08,REP.A001_MCF7_24H:I08,MCF7,BRD-A28545468,selegiline,Central Nervous System Agents,4
REP.A001_MCF7_24H:I09,REP.A001_MCF7_24H:I09,MCF7,BRD-A28545468,selegiline,Central Nervous System Agents,4
REP.A001_MCF7_24H:I10,REP.A001_MCF7_24H:I10,MCF7,BRD-A28545468,selegiline,Central Nervous System Agents,4
REP.A001_MCF7_24H:I11,REP.A001_MCF7_24H:I11,MCF7,BRD-A28545468,selegiline,Central Nervous System Agents,4
REP.A001_MCF7_24H:I12,REP.A001_MCF7_24H:I12,MCF7,BRD-A28545468,selegiline,Central Nervous System Agents,4
REP.A001_MCF7_24H:I14,REP.A001_MCF7_24H:I14,MCF7,BRD-K28731095,calcitriol,Cardiovascular Agents,3
REP.A001_MCF7_24H:I15,REP.A001_MCF7_24H:I15,MCF7,BRD-K28731095,calcitriol,Cardiovascular Agents,3
REP.A001_MCF7_24H:I16,REP.A001_MCF7_24H:I16,MCF7,BRD-K28731095,calcitriol,Cardiovascular Agents,3
REP.A001_MCF7_24H:I17,REP.A001_MCF7_24H:I17,MCF7,BRD-K28731095,calcitriol,Cardiovascular Agents,3
REP.A001_MCF7_24H:I18,REP.A001_MCF7_24H:I18,MCF7,BRD-K28731095,calcitriol,Cardiovascular Agents,3
REP.A001_MCF7_24H:J01,REP.A001_MCF7_24H:J01,MCF7,BRD-K28542495,benzydamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J02,REP.A001_MCF7_24H:J02,MCF7,BRD-K28542495,benzydamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J03,REP.A001_MCF7_24H:J03,MCF7,BRD-K28542495,benzydamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J04,REP.A001_MCF7_24H:J04,MCF7,BRD-K28542495,benzydamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J05,REP.A001_MCF7_24H:J05,MCF7,BRD-K28542495,benzydamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J06,REP.A001_MCF7_24H:J06,MCF7,BRD-K28542495,benzydamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J07,REP.A001_MCF7_24H:J07,MCF7,BRD-K28667793,pyrazinamide,Anti-Infective Agents,2
REP.A001_MCF7_24H:J08,REP.A001_MCF7_24H:J08,MCF7,BRD-K28667793,pyrazinamide,Anti-Infective Agents,2
REP.A001_MCF7_24H:J09,REP.A001_MCF7_24H:J09,MCF7,BRD-K28667793,pyrazinamide,Anti-Infective Agents,2
REP.A001_MCF7_24H:J10,REP.A001_MCF7_24H:J10,MCF7,BRD-K28667793,pyrazinamide,Anti-Infective Agents,2
REP.A001_MCF7_24H:J11,REP.A001_MCF7_24H:J11,MCF7,BRD-K28667793,pyrazinamide,Anti-Infective Agents,2
REP.A001_MCF7_24H:J12,REP.A001_MCF7_24H:J12,MCF7,BRD-K28667793,pyrazinamide,Anti-Infective Agents,2
REP.A001_MCF7_24H:J13,REP.A001_MCF7_24H:J13,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J14,REP.A001_MCF7_24H:J14,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J15,REP.A001_MCF7_24H:J15,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J16,REP.A001_MCF7_24H:J16,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J17,REP.A001_MCF7_24H:J17,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:J18,REP.A001_MCF7_24H:J18,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:K19,REP.A001_MCF7_24H:K19,MCF7,BRD-K29322660,edoxaban,Hematologic Agents,7
REP.A001_MCF7_24H:K20,REP.A001_MCF7_24H:K20,MCF7,BRD-K29322660,edoxaban,Hematologic Agents,7
REP.A001_MCF7_24H:K21,REP.A001_MCF7_24H:K21,MCF7,BRD-K29322660,edoxaban,Hematologic Agents,7
REP.A001_MCF7_24H:K22,REP.A001_MCF7_24H:K22,MCF7,BRD-K29322660,edoxaban,Hematologic Agents,7
REP.A001_MCF7_24H:K24,REP.A001_MCF7_24H:K24,MCF7,BRD-K29322660,edoxaban,Hematologic Agents,7
REP.A001_MCF7_24H:L07,REP.A001_MCF7_24H:L07,MCF7,BRD-A29260609,acebutolol,Reproductive Control Agents,8
REP.A001_MCF7_24H:L08,REP.A001_MCF7_24H:L08,MCF7,BRD-A29260609,acebutolol,Reproductive Control Agents,8
REP.A001_MCF7_24H:L09,REP.A001_MCF7_24H:L09,MCF7,BRD-A29260609,acebutolol,Reproductive Control Agents,8
REP.A001_MCF7_24H:L10,REP.A001_MCF7_24H:L10,MCF7,BRD-A29260609,acebutolol,Reproductive Control Agents,8
REP.A001_MCF7_24H:L11,REP.A001_MCF7_24H:L11,MCF7,BRD-A29260609,acebutolol,Reproductive Control Agents,8
REP.A001_MCF7_24H:L12,REP.A001_MCF7_24H:L12,MCF7,BRD-A29260609,acebutolol,Reproductive Control Agents,8
REP.A001_MCF7_24H:L19,REP.A001_MCF7_24H:L19,MCF7,BRD-K29359156,ebselen,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:L20,REP.A001_MCF7_24H:L20,MCF7,BRD-K29359156,ebselen,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:L21,REP.A001_MCF7_24H:L21,MCF7,BRD-K29359156,ebselen,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:L22,REP.A001_MCF7_24H:L22,MCF7,BRD-K29359156,ebselen,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:L23,REP.A001_MCF7_24H:L23,MCF7,BRD-K29359156,ebselen,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:L24,REP.A001_MCF7_24H:L24,MCF7,BRD-K29359156,ebselen,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:M01,REP.A001_MCF7_24H:M01,MCF7,BRD-K29582115,ziprasidone,Central Nervous System Agents,4
REP.A001_MCF7_24H:M02,REP.A001_MCF7_24H:M02,MCF7,BRD-K29582115,ziprasidone,Central Nervous System Agents,4
REP.A001_MCF7_24H:M03,REP.A001_MCF7_24H:M03,MCF7,BRD-K29582115,ziprasidone,Central Nervous System Agents,4
REP.A001_MCF7_24H:M04,REP.A001_MCF7_24H:M04,MCF7,BRD-K29582115,ziprasidone,Central Nervous System Agents,4
REP.A001_MCF7_24H:M05,REP.A001_MCF7_24H:M05,MCF7,BRD-K29582115,ziprasidone,Central Nervous System Agents,4
REP.A001_MCF7_24H:M06,REP.A001_MCF7_24H:M06,MCF7,BRD-K29582115,ziprasidone,Central Nervous System Agents,4
REP.A001_MCF7_24H:M07,REP.A001_MCF7_24H:M07,MCF7,BRD-K29653726,topiramate,Anti-Obesity Agents,9
REP.A001_MCF7_24H:M08,REP.A001_MCF7_24H:M08,MCF7,BRD-K29653726,topiramate,Anti-Obesity Agents,9
REP.A001_MCF7_24H:M09,REP.A001_MCF7_24H:M09,MCF7,BRD-K29653726,topiramate,Anti-Obesity Agents,9
REP.A001_MCF7_24H:M10,REP.A001_MCF7_24H:M10,MCF7,BRD-K29653726,topiramate,Anti-Obesity Agents,9
REP.A001_MCF7_24H:M11,REP.A001_MCF7_24H:M11,MCF7,BRD-K29653726,topiramate,Anti-Obesity Agents,9
REP.A001_MCF7_24H:M12,REP.A001_MCF7_24H:M12,MCF7,BRD-K29653726,topiramate,Anti-Obesity Agents,9
REP.A001_MCF7_24H:M13,REP.A001_MCF7_24H:M13,MCF7,BRD-K29673530,hypericin,Anti-Infective Agents,2
REP.A001_MCF7_24H:M14,REP.A001_MCF7_24H:M14,MCF7,BRD-K29673530,hypericin,Anti-Infective Agents,2
REP.A001_MCF7_24H:M15,REP.A001_MCF7_24H:M15,MCF7,BRD-K29673530,hypericin,Anti-Infective Agents,2
REP.A001_MCF7_24H:M16,REP.A001_MCF7_24H:M16,MCF7,BRD-K29673530,hypericin,Anti-Infective Agents,2
REP.A001_MCF7_24H:M17,REP.A001_MCF7_24H:M17,MCF7,BRD-K29673530,hypericin,Anti-Infective Agents,2
REP.A001_MCF7_24H:M18,REP.A001_MCF7_24H:M18,MCF7,BRD-K29673530,hypericin,Anti-Infective Agents,2
REP.A001_MCF7_24H:M19,REP.A001_MCF7_24H:M19,MCF7,BRD-A29734509,disopyramide,Cardiovascular Agents,3
REP.A001_MCF7_24H:M20,REP.A001_MCF7_24H:M20,MCF7,BRD-A29734509,disopyramide,Cardiovascular Agents,3
REP.A001_MCF7_24H:M21,REP.A001_MCF7_24H:M21,MCF7,BRD-A29734509,disopyramide,Cardiovascular Agents,3
REP.A001_MCF7_24H:M22,REP.A001_MCF7_24H:M22,MCF7,BRD-A29734509,disopyramide,Cardiovascular Agents,3
REP.A001_MCF7_24H:M23,REP.A001_MCF7_24H:M23,MCF7,BRD-A29734509,disopyramide,Cardiovascular Agents,3
REP.A001_MCF7_24H:M24,REP.A001_MCF7_24H:M24,MCF7,BRD-A29734509,disopyramide,Cardiovascular Agents,3
REP.A001_MCF7_24H:N01,REP.A001_MCF7_24H:N01,MCF7,BRD-A29623586,anisodamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:N02,REP.A001_MCF7_24H:N02,MCF7,BRD-A29623586,anisodamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:N03,REP.A001_MCF7_24H:N03,MCF7,BRD-A29623586,anisodamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:N05,REP.A001_MCF7_24H:N05,MCF7,BRD-A29623586,anisodamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:N06,REP.A001_MCF7_24H:N06,MCF7,BRD-A29623586,anisodamine,Anti-Inflammatory Agents,0
REP.A001_MCF7_24H:O13,REP.A001_MCF7_24H:O13,MCF7,BRD-K30421593,timolol,Cardiovascular Agents,3
REP.A001_MCF7_24H:O14,REP.A001_MCF7_24H:O14,MCF7,BRD-K30421593,timolol,Cardiovascular Agents,3
REP.A001_MCF7_24H:O15,REP.A001_MCF7_24H:O15,MCF7,BRD-K30421593,timolol,Cardiovascular Agents,3
REP.A001_MCF7_24H:O16,REP.A001_MCF7_24H:O16,MCF7,BRD-K30421593,timolol,Cardiovascular Agents,3
REP.A001_MCF7_24H:O17,REP.A001_MCF7_24H:O17,MCF7,BRD-K30421593,timolol,Cardiovascular Agents,3
REP.A001_MCF7_24H:O18,REP.A001_MCF7_24H:O18,MCF7,BRD-K30421593,timolol,Cardiovascular Agents,3
REP.A001_MCF7_24H:P01,REP.A001_MCF7_24H:P01,MCF7,BRD-A30051119,amikacin,Anti-Infective Agents,2
REP.A001_MCF7_24H:P02,REP.A001_MCF7_24H:P02,MCF7,BRD-A30051119,amikacin,Anti-Infective Agents,2
REP.A001_MCF7_24H:P03,REP.A001_MCF7_24H:P03,MCF7,BRD-A30051119,amikacin,Anti-Infective Agents,2
REP.A001_MCF7_24H:P04,REP.A001_MCF7_24H:P04,MCF7,BRD-A30051119,amikacin,Anti-Infective Agents,2
REP.A001_MCF7_24H:P05,REP.A001_MCF7_24H:P05,MCF7,BRD-A30051119,amikacin,Anti-Infective Agents,2
REP.A001_MCF7_24H:P06,REP.A001_MCF7_24H:P06,MCF7,BRD-A30051119,amikacin,Anti-Infective Agents,2
REP.A001_MCF7_24H:H15,REP.A001_MCF7_24H:H15,MCF7,BRD-K28143534,cyproheptadine,Anti-Allergic Agents,6
REP.A001_MCF7_24H:I13,REP.A001_MCF7_24H:I13,MCF7,BRD-K28731095,calcitriol,Cardiovascular Agents,3
REP.A001_MCF7_24H:K23,REP.A001_MCF7_24H:K23,MCF7,BRD-K29322660,edoxaban,Hematologic Agents,7
REP.A001_MCF7_24H:N04,REP.A001_MCF7_24H:N04,MCF7,BRD-A29623586,anisodamine,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:A03,REP.A001_PC3_24H:A03,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:A04,REP.A001_PC3_24H:A04,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:A05,REP.A001_PC3_24H:A05,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:A06,REP.A001_PC3_24H:A06,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:A13,REP.A001_PC3_24H:A13,PC3,BRD-K25204779,pritelivir,Anti-Infective Agents,2
REP.A001_PC3_24H:A14,REP.A001_PC3_24H:A14,PC3,BRD-K25204779,pritelivir,Anti-Infective Agents,2
REP.A001_PC3_24H:A15,REP.A001_PC3_24H:A15,PC3,BRD-K25204779,pritelivir,Anti-Infective Agents,2
REP.A001_PC3_24H:A16,REP.A001_PC3_24H:A16,PC3,BRD-K25204779,pritelivir,Anti-Infective Agents,2
REP.A001_PC3_24H:A17,REP.A001_PC3_24H:A17,PC3,BRD-K25204779,pritelivir,Anti-Infective Agents,2
REP.A001_PC3_24H:A18,REP.A001_PC3_24H:A18,PC3,BRD-K25204779,pritelivir,Anti-Infective Agents,2
REP.A001_PC3_24H:A19,REP.A001_PC3_24H:A19,PC3,BRD-K25361343,batimastat,Antineoplastic Agents,1
REP.A001_PC3_24H:A20,REP.A001_PC3_24H:A20,PC3,BRD-K25361343,batimastat,Antineoplastic Agents,1
REP.A001_PC3_24H:A21,REP.A001_PC3_24H:A21,PC3,BRD-K25361343,batimastat,Antineoplastic Agents,1
REP.A001_PC3_24H:A22,REP.A001_PC3_24H:A22,PC3,BRD-K25361343,batimastat,Antineoplastic Agents,1
REP.A001_PC3_24H:A23,REP.A001_PC3_24H:A23,PC3,BRD-K25361343,batimastat,Antineoplastic Agents,1
REP.A001_PC3_24H:A24,REP.A001_PC3_24H:A24,PC3,BRD-K25361343,batimastat,Antineoplastic Agents,1
REP.A001_PC3_24H:B03,REP.A001_PC3_24H:B03,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B04,REP.A001_PC3_24H:B04,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B05,REP.A001_PC3_24H:B05,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B06,REP.A001_PC3_24H:B06,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B13,REP.A001_PC3_24H:B13,PC3,BRD-A25234499,aminoglutethimide,Central Nervous System Agents,4
REP.A001_PC3_24H:B14,REP.A001_PC3_24H:B14,PC3,BRD-A25234499,aminoglutethimide,Central Nervous System Agents,4
REP.A001_PC3_24H:B15,REP.A001_PC3_24H:B15,PC3,BRD-A25234499,aminoglutethimide,Central Nervous System Agents,4
REP.A001_PC3_24H:B16,REP.A001_PC3_24H:B16,PC3,BRD-A25234499,aminoglutethimide,Central Nervous System Agents,4
REP.A001_PC3_24H:B17,REP.A001_PC3_24H:B17,PC3,BRD-A25234499,aminoglutethimide,Central Nervous System Agents,4
REP.A001_PC3_24H:B18,REP.A001_PC3_24H:B18,PC3,BRD-A25234499,aminoglutethimide,Central Nervous System Agents,4
REP.A001_PC3_24H:B19,REP.A001_PC3_24H:B19,PC3,BRD-K25394294,oxaprozin,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B20,REP.A001_PC3_24H:B20,PC3,BRD-K25394294,oxaprozin,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B21,REP.A001_PC3_24H:B21,PC3,BRD-K25394294,oxaprozin,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B22,REP.A001_PC3_24H:B22,PC3,BRD-K25394294,oxaprozin,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B23,REP.A001_PC3_24H:B23,PC3,BRD-K25394294,oxaprozin,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:B24,REP.A001_PC3_24H:B24,PC3,BRD-K25394294,oxaprozin,Anti-Inflammatory Agents,0
REP.A001_PC3_24H:C19,REP.A001_PC3_24H:C19,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_PC3_24H:C20,REP.A001_PC3_24H:C20,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_PC3_24H:C21,REP.A001_PC3_24H:C21,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_PC3_24H:C22,REP.A001_PC3_24H:C22,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_PC3_24H:C23,REP.A001_PC3_24H:C23,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_PC3_24H:C24,REP.A001_PC3_24H:C24,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A001_PC3_24H:D01,REP.A001_PC3_24H:D01,PC3,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_PC3_24H:D02,REP.A001_PC3_24H:D02,PC3,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_PC3_24H:D03,REP.A001_PC3_24H:D03,PC3,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_PC3_24H:D04,REP.A001_PC3_24H:D04,PC3,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_PC3_24H:D05,REP.A001_PC3_24H:D05,PC3,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_PC3_24H:D06,REP.A001_PC3_24H:D06,PC3,BRD-K25837718,josamycin,Anti-Infective Agents,2
REP.A001_PC3_24H:D19,REP.A001_PC3_24H:D19,PC3,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_PC3_24H:D22,REP.A001_PC3_24H:D22,PC3,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_PC3_24H:D23,REP.A001_PC3_24H:D23,PC3,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_PC3_24H:D24,REP.A001_PC3_24H:D24,PC3,BRD-A26334849,propafenone,Cardiovascular Agents,3
REP.A001_PC3_24H:E07,REP.A001_PC3_24H:E07,PC3,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_PC3_24H:E08,REP.A001_PC3_24H:E08,PC3,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_PC3_24H:E09,REP.A001_PC3_24H:E09,PC3,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_PC3_24H:E10,REP.A001_PC3_24H:E10,PC3,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_PC3_24H:E11,REP.A001_PC3_24H:E11,PC3,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_PC3_24H:E12,REP.A001_PC3_24H:E12,PC3,BRD-K26657438,imiquimod,Antineoplastic Agents,1
REP.A001_PC3_24H:E13,REP.A001_PC3_24H:E13,PC3,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_PC3_24H:E14,REP.A001_PC3_24H:E14,PC3,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_PC3_24H:E15,REP.A001_PC3_24H:E15,PC3,BRD-A26690767,saquinavir,Anti-Infective Agents,2
REP.A001_PC3_24H:E16,REP.A001_PC3_24H:E16,PC3,BRD-A26690767,saquinavir,Anti-Infective Agents,2
